"title","link","text","date","Source"
"十一倒數 天天反送中升旗禮改室內","/news/story/120538/4067421","香港中國通訊社分享  facebook   

「十一」倒數七日，反送中抗爭持續的香港，日日有事。對香港官方來說，主要忙三件大事：即首場社區對話、十一當天的慶典活動、十一後的特首施政報告。反送中民眾則天天有活動，集會、罷課、遊行，要求港府回應五大訴求。



香港特首林鄭月娥26日將舉辦首場社區對話，目前有2萬多名市民報名參加，港府以電腦抽籤方式抽出150人參會。稍後亦會隨機抽出一個群組，與政府就特定議題交流。當局說，正考慮未來在網上展開與市民對話。林鄭月娥說，希望對話可以在和平、理性、冷靜的環境進行，她和司局長會以誠懇謙卑的態度聽意見。

今年是中共建政70周年，港府宣布，因應近期社會氣氛，今年十一的升旗儀式移師在室內舉行。而十一後將公布特首施政報告，林鄭月娥表示，今年施政報告公布做法會有修訂，有些政策會讓有關局長率先公布，重中之重的土地房屋問題，會在施政報告中交代。

香港政府忙三件事，香港民間則天天都有反送中的行動。25日民間呼籲的行動是，全港關注7月28日示威活動被捕者在法院提堂：26日，在灣仔利東街將有社會福利界組人鏈，以呼應林鄭月娥舉行的首場「社區對話」；27日，在中環遮打花園有聲援及關注新屋嶺被捕者的集會。28日，民間人權陣線發起金鐘添馬公園「九二八反抗威權、迎接黎明」集會。
 路透社分享  facebook   
9月29日銅鑼灣有民間組織發起「香港反赤納粹集會」，將遊行至政府總部，該活動沒有申請警察的不反對通知書；30日，將有全港中學生大罷課；10月1日，香港民間人權陣線已向警方申請當日遊行，計畫由維多利亞公園遊行至中環遮打道。有網民稱若民陣遊行不獲批，建議全民自發遊走「大閱兵」。



香港新聞組╱香港25日電

另據香港經濟日報報導，國際特赦組織昨天發表一份名為《北京在香港的紅線（底線）》報告，促請香港政府聽取數以百萬計示威者的訴求，即使需要對抗北京的紅線，亦應維護香港人的人權。另外，也促調查警方在示威活動期間所使受的不恰當武力。



而關於十一升旗禮，多名民主派立法會議員均稱暫未收到邀請，至今僅民主黨林卓廷稱已收到邀請，暫未知該黨會否派員出席。公民黨陳淑莊則說，即使收到都不會出席。",2019-09-25,"udn"
"直擊大陸「閱兵村」煉獄訓練！對比台灣草莓兵…","/news/story/7331/4068685","大陸十一將舉行近年最大一次閱兵，閱兵村內的三軍儀仗隊參演官兵正積極練習頭線、槍線、胸線的一致。特派記者陳言喬／攝影分享  facebook   



「對習主席負責、聽習主席指揮、讓習主席放心」，走進北京昌平南口閱兵村，就可看到這幅醒目的標語，習近平新時代軍隊的使命與任務對軍事基地內的官兵淺顯易懂。

中共即將在十月一日舉行近年最大一次的閱兵。「建國七十閱兵指揮部」昨天邀請境外媒體赴昌平閱兵村採訪徒步方隊和聯合軍樂團訓練情況。多人皮膚曬黑、腳底磨破起泡仍在烈日下練習。

閱兵訓練基地徒步方隊指揮部副指揮員劉士胥說，這次閱兵一是參閱力量類型全、二是參閱部隊聯合程度高、三是參閱高級指揮員人數多。閱兵既是閱人、更是育人。官兵通過閱兵訓練，培塑軍令如山、令行禁止的號令意識，錘鍊備戰打仗能力。

這次閱兵的特色，一是參閱力量類型全、二是參閱部隊聯合程度高、三是參閱高級指揮員人數多。特派記者陳言喬／攝影分享  facebook   



根據閱兵領導小組辦公室副主任蔡志軍少將前天的說法，絕大部分方隊編設將軍領隊，由受閱部隊兩名指揮員共同擔任，將軍人數超過以往，是歷史上高級指揮員受閱數量最多的一次。

訓練教官稱，各個方隊務必要達到「千人一條心、千足一個音」的要求，方隊要突出應答聲和腳步聲。單排面達到頭線、手線、槍線、腿線、胸線、帽線的六線合一，方隊達到橫線、豎線和斜線分明的要求。腳掌落地聲要沉穩有力，答詞和口號要整齊清晰，有旋律、有氣勢。

接受訓練的官兵表示，他們一周訓練五天，每天八小時，是高溫和體力的考驗，主要練習正步、掛槍、端槍姿勢，訓練腰腹肌、腿部力量。許多人練到手腳抽筋，腳底出水泡。還有人手抽筋，動不了，要靠隊友協助才能拿下槍。

大陸十一舉行近年最大一次閱兵。特派記者陳言喬／攝影分享  facebook   




這次閱兵有六十名女兵加入三軍儀仗隊的混編受閱，三軍儀仗隊是走第一個方隊，目標最顯著。參加的女兵還要經過篩選才能成為正取，競爭激烈，每個人都很認真練習，即使休息時間仍自動留下來再練。

四年前曾參加抗戰勝利七十年閱兵、今年又參加閱兵的儀仗隊第四中隊長趙穎說，她們與男兵的訓練要求和標準是一樣的。

她說，四年前她是一名戰士，對自身的要求高，今年她身為主官更注重對隊員的管理和思想要求，並提供隊員的後勤保障，有的女隊員因為訓練比較著急，還有點情緒化，她都會以過來人全力安撫，務必要讓隊員們克服各種困難，呈現女軍人的風采。

趙穎上回腳底磨破皮，今年儘管也穿壞了鞋子，但她說這回腳沒破皮了。

趙穎的儀仗隊平時負責外國元首來訪或重要軍事首長視察時的迎接任務。她說，平時的任務與閱兵還是不一樣的。閱兵因為參加人數多，講究整齊劃一，要求更嚴格，能參加閱兵的姑娘們都備感光榮。

大陸閱兵村內的女官兵積極練習。特派記者陳言喬／攝影分享  facebook   



閱兵隊伍中另一個受矚目的是1千3百人組成的聯合軍樂團。聯合軍樂團在閱兵進行式中是最早進場、最後退場的方隊，同時他們將在全程80分鐘的閱兵過程中演奏50首曲子，任務繁重。

昨天上午在南口閱兵訓練基地內，聯合軍樂團在各境外媒體前演練五首曲子，從閱兵前到進行到結束，他們必須久站，許多過重的樂器身旁都放著腳架協助軍樂隊能順利吹奏。另外，由於隊伍過長，除聯合樂隊的總指揮外，陸海空每個樂隊之前還有副指揮，在愈外側的隊員必須用眼角餘光或不時以斜眼注視指揮的動作。

這次閱兵的1千3百人聯合軍樂團也破了紀錄，從現場聽到多首震撼的樂曲，氣勢頗為驚人，屆時軍樂團將帶動現場觀眾更熱烈的氣氛。",2019-09-26,"udn"
"中國女兵「閱兵腿」整齊劃一 網讚「太帥了」","/news/story/7331/4069409","受閱女兵超燃視頻曝光：她們專屬的「閱兵腿」是這樣。 中國新聞社分享  facebook   

槍線、帽簷線、下頜線，線線標齊；橫排、縱排、斜排，排排分明。首次參閱的女將軍霸氣領隊，女兵們步伐整齊劃一、受閱距離96米，走128步，每步75公分，66秒通過不差分秒。女兵們喊口號聲音洪亮、整齊劃一，搶先看到央視曝光畫面的網友直呼「太帥了」。

中新社報導，隨著10月1日的臨近，閱兵作為新中國成立70周年的一項重要慶祝活動備受矚目。探訪閱兵訓練場，英姿颯爽的女兵十分搶眼。

閱兵人員選拔遵循五條標準：一是政治立場堅定，二是思想道德純潔，三是組織紀律性強，四是軍事素質過硬，五是身體條件良好。而徒步方隊隊員，男性身高普遍在1.75米至1.85米之間；女性身高普遍在1.63米至1.75米之間。
受閱女兵超燃視頻曝光：她們專屬的「閱兵腿」是這樣。 中國新聞社分享  facebook   


受閱女兵平時是怎樣訓練和生活的？整理內務，簡單洗漱，擦拭長靴…清晨的忙碌宣告著一天訓練的開始。女兵快速化妝補妝。閱兵訓練期間，不管她們以前是否化妝，都需要學會這項技能。

受閱女兵超燃視頻曝光：她們專屬的「閱兵腿」是這樣。 中國新聞社分享  facebook   

訓練正式開始，站軍姿2小時不倒、練眼神40秒不眨，步幅75厘米…閱兵訓練標準十分嚴苛。帽線、槍線、手線，線線筆直。閱兵場上女兵隊員進行方隊合成訓練，她們長髮剪短，皮膚曬黑，脖子上還出現黑白分明的V字印。

報導指出，女兵隊員平均每天喝7、8升水，衣服要濕幾遍，卻無人叫苦喊累、退縮放棄。一名女兵在閱兵日記中寫道︰「展現中國女兵的颯爽英姿和榮譽功勛，我與隊友們已經做好準備，勇往直前！」",2019-09-26,"udn"
"陸：閱兵不是秀肌肉 解放軍是打擊台獨的有力力量","/news/story/7331/4070319","中共國防部26日下午舉行例行發布會，有媒體問到這次國慶閱兵是在秀肌肉，對台灣安全構成威脅。國防部發言人任國強說，解放軍實力增長是打擊台獨勢力的有力力量。
任國強表示，新中國成立七十年將舉行一系列慶祝活動，廣大台灣同胞是中華民族一份子，在中華民族走向偉大復興的進程中定然不能缺席。
中國人民解放軍實力增長是維護國家統一、主權完整的堅定力量、有力力量，也是制止分裂、打擊島內台獨勢力和分子的主要有力力量。
任國強還說這次國慶閱兵體現「聯合特點」，主要著眼四個戰略支撐使命，按照聯合作戰要求籌劃這次閱兵。聯合的特點就是在新的領導指揮體系下展現解放軍聯戰、聯訓、聯保的能力。比如設立閱兵聯合指揮部，聯合籌畫、聯合指揮、聯合督導。
媒體還問及這次閱兵預算是多少？任國強回覆，這次閱兵嚴格按照科學統籌、勤儉建軍、精打細算原則，確保物資花在刀口上。閱兵規模比以往更大，但經費和物資投入大幅下降，實現勤儉建軍的要求。大陸國防部發言人任國強。特派記者陳言喬／攝影分享  facebook",2019-09-26,"udn"
"「十一」閱兵前夕 美航母在南海周邊航行","/news/story/7331/4070564","針對美國航母目前正在南海周邊活動，大陸國防部新聞局副局長、國防部新聞發言人任國強表示，「一些國家的軍艦喜歡在中國的喜慶日子在周邊搞一些小動作」，並稱任何小動作都影響不了大陸與共軍的發展。
綜合陸媒報導，任國強表示，中共建政70周年的歷程表明，任何小動作都影響不了大陸與共軍的發展，共軍會堅定維護主權與發展利益，堅定地維護地區和世界和平與穩定。
至於國外衛星照片顯示，美國雷根號航母正在南海航行，且在雷根號航母周圍出現不少疑似共軍軍艦的船隻，被問及能否證實？任國強則指出，美國航母編隊到南海炫耀武力，推動地區軍事化，陸方對此堅決反對，並要求美方切實尊重地區各國的安全關切，為南海的和平穩定貢獻正能量。大陸國防部新聞局副局長、國防部新聞發言人任國強。圖／取自中新社分享  facebook",2019-09-26,"udn"
"十一這個閱兵方隊 竟有27名將軍在列","/news/story/7331/4070021","中國十一閱兵中，領導指揮方隊是閱兵史上第一支由軍委機關、五大戰區、各軍種和武警部隊抽組指揮人員組成的方隊，來自全軍24個大單位，其中有27名將軍，不僅是建政70周年參閱方隊中將軍人數最多的方隊，也創造了歷年單個方隊將軍數量之最。

央視報導，這支方隊的「戰狼原型」右領隊是曾指揮葉門撤僑的北部戰區副司令員姜國平少將，左領隊是曾獲「全國優秀黨務工作者」稱號的陳作松少將。另據北京青年報報導，目前曝光的閱兵方隊將軍領隊，還有火箭軍徒步方隊將軍領隊張鳳中少將、陸軍方隊領隊林向陽少將及唐興華少將等人。

報導指出，領導指揮方隊方隊參閱352人，最大的59歲，最小的24歲，共有將軍、大校、上校、中校、少校和上尉14個排面，陸、海、空、火箭軍和武警部隊各呈5路縱隊。",2019-09-26,"udn"
"直擊十一閱兵訓練 烈日下…他們日練8小時、走3萬步","/news/story/7331/4069410","記者陳言喬╱北京26日電



來源：聯合新聞網
中國即將在10月1日舉行近年最大一次的閱兵。 (特派記者陳言喬攝影)分享  facebook   
中國即將在10月1日舉行近年最大一次的閱兵。「建國70閱兵指揮部」25日上午邀請境外媒體赴北京昌平南口閱兵村採訪徒步方隊官兵訓練情況。每個受閱官兵每天都要堅持長達八小時的高強度嚴格訓練，每天大約行進近3萬步。多人皮膚曬黑、腳磨破皮仍在烈日下練習。

閱兵訓練基地徒步方隊指揮部副指揮員劉士胥說，各個方隊務必要達到「千人一條心、千足一個音」的要求，方隊要突出應答聲和腳步聲。單排面達到頭線、手線、槍線、腿線、胸線、帽線的六線合一，方隊達到橫線、豎線和斜線分明的要求。腳掌落地聲要沉穩有力，答詞和口號要整齊清晰，有旋律、有氣勢。

訓練官兵受訪時表示，他們一周訓五天，每八小時，是高溫和體力的考驗，主要練習正步、掛槍、端槍姿勢，訓練腰腹肌、腿部力量。許多人練到手腳抽筋，腳底出水泡。還有人手抽筋，動不了，要靠隊友協助才能拿下槍。
中國即將在10月1日舉行近年最大一次的閱兵。 (特派記者陳言喬攝影)分享  facebook   
這次閱兵有60名女兵加入三軍儀仗隊的混編受閱，三軍儀仗隊是走第一個方隊，目標最顯著。而參加的女兵還要經過篩選才能成為正取，競爭激烈，每個人都很認真練習，即使休息時間仍自動留下來再練。

四年前曾參加抗戰勝利70年閱兵、今年又參加閱兵的儀仗隊第四中隊長趙穎說，她們與男兵的訓練要求和標準是一樣的。

她說，四年前她是一名戰士，對自身的要求高，今年她身為主官更注重對隊員的管理和思想要求，並提供隊員的後勤保障，有的女隊員因為訓練比較著急出現情緒化，她都會以過來人全力安撫，務必要讓隊員們克服各種困難，呈現女軍人的風采。

也許有了上次的經驗，上回腳底磨破皮的趙穎，今年儘管也穿壞了鞋子，但這回腳沒破皮了。
中國即將在10月1日舉行近年最大一次的閱兵。 (特派記者陳言喬攝影)分享  facebook   
趙穎的儀仗隊平時負責外國元首來訪或重要軍事首長視察時的迎接任務。她說，平時的任務與閱兵還是不一樣的。閱兵因為參加人數多，講究整齊劃一，要求更嚴格，能參加閱兵的姑娘們都備感光榮。",2019-09-26,"udn"
"「長大當空降兵」 汶川地震男孩 自信走上閱兵場","/news/story/7332/4069442","長大當空降兵「地震男孩」參閱 (取材自央黃軍事)分享  facebook   

「長大我當空降兵！」在2008年8月2日，汶川災區12歲「地震男孩」程強舉起標語送別救災部隊一幕深深烙印在民眾心裡。如今，23歲的他已經是空降兵某旅「黃繼光班」第38任班長，他與戰友們為了閱兵訓練揮汗如雨，闊步走過天安門時，他心裡感觸良多，「長大後，我真的成了你」。

華西都市報報導，地震發生時，家住四川什邡的程強正在游泳。正當他和家人陷入恐慌和無助的時候，空降兵官兵打著「黃繼光生前所在部隊」的紅旗，進入什邡救災，在他心裡埋下了一顆想當空降兵的種子。

2013年8月，程強如願來到了空降兵部隊，在部隊裡，程強目睹了「黃繼光英雄連」官兵的風采，當年拯救過自己的恩人，如今成了自己的戰友。
長大當空降兵「地震男孩」參閱 (取材自微博)分享  facebook   
報導指出，程強在空降兵部隊迅速成長，6場考核拿下6個滿分。2017年10月19日，黃繼光英勇犧牲65周年紀念日，程強被任命為「黃繼光班」第38任班長。

今年年初，聽聞部隊要組建空軍方隊參加慶祝新中國成立70週年閱兵，他報名如願成為繼「黃繼光班」第31任班長余國防和第35任班長彭江林之後，第三位參加國慶閱兵的「黃繼光班」班長。

但入選不久，程強就遇到挫折。方隊第一次單兵踢腿評比講評環節，主教練余國防嚴厲批評了他的O型腿、槍背帶掉肩膀、大腳尖問題。
長大當空降兵「地震男孩」參閱 (視頻截圖)分享  facebook   
在經過無數次雙腿與矯正器的較量及跪壓腳尖訓練，程強的腿終於能完全併攏，腳尖踢40厘米高也能與地面平行，槍背帶再也不往肩膀下掉。在近期的一次考核中，方隊近400名隊員同台競技，程強憑著過硬的動作脫穎而出，被表彰為「訓練標兵」。　",2019-09-26,"udn"
"70歲巨龍與習近平面臨百年大變局 十一閱兵振士氣","/news/story/7331/4069156","分享  facebook   window.location.href=""https://udn.com/news/story/6840/4068029"";",2019-09-26,"udn"
"中共建政70年「大慶」將至 在北京你不能做這些事","/news/story/7331/4072089","中共將舉行建政七十周年十一大閱兵等活動，天安門廣場早前啟動景觀工程施工。 （美聯社）分享  facebook   中共建政70周年紀念日即將到來，中國大陸當局預計將舉行數十年來規模最龐大的慶祝活動。外媒報導，與此同時，北京也進入全面警戒狀態，嚴格的安保維穩措施為近年罕見。
BBC中文報導中國的國慶活動一般有「五年一小慶，十年一大慶，逢大慶舉行<U+95B2>兵」的傳統。1999年和2009年，時任中國領導人江澤民和胡錦濤，分別舉行國慶<U+95B2>兵。
2012年習近平上台後，破例於2015年以「紀念抗日戰爭勝利70週年」的名義舉行<U+95B2>兵，並於2017年7月在內蒙古朱日和訓練基地再次<U+95B2>兵。
中共建政70年，北京將在10月1日上午，在天安門廣場舉行聲勢浩大的<U+95B2>兵式和群眾遊行。當晚還有一場文藝演出和焰火表演，預計將有近30萬人參與。
根據中國官方公布的計劃，主要慶祝活動將在北京的天安門廣場舉行。中國國家主席習近平預計將在中共中央政治局其他常委、前領導人及外賓簇擁下，發表講話。
隨後，將接續舉行<U+95B2>兵，根據規劃，時長共80分鐘，共有59個方隊和聯合軍樂團參與，總規模約1.5萬人，出動各類飛機160餘架，將是中國近幾次<U+95B2>兵規模最大的一次。
距離10月1日不到一周，中共當局緊張戒備維穩。不過，即將到來的一系列慶祝活動只對受到邀請的人開放，對於居住在市中心的居民來說，「大慶」也意味著更多的限制。
報導指出，在過去幾次彩排和即將到來的慶典期間，北京市中心的多個區域被封鎖，區域內的飯店和超市都關門歇業，彩排期間，貫穿北京東西的地鐵1號線多個站點被關閉。
此外，在舉行<U+95B2>兵的長安街沿線，高層建築的窗戶被要求貼上反光條或拉上窗簾。核心區域的住宅區被隔離封鎖，有專門的守衛負責站崗，當地居民需要使用身份證才能出入該地區。
不僅乘坐火車和高鐵從其他城市到北京的旅客將面臨額外的多次安全檢查，從9月24日到10月3日，北京市中心將停止快遞派送，從其它省市寄往北京的快遞將受到嚴格檢查，「遙控地雷」、「炸彈鬧鐘」等玩具被嚴格禁止。
另一方面，空域安全也至關重要，北京已禁止在市中心上空放風箏、無人機和市民養的鴿子。並在市中心實行了無線電設備管制，無線局域網室外基站、對講機和無線麥克風都被禁止使用。
紐約時報中文網24日刊登記者赫海威（Javier C．Hernandez）發自北京的「國慶前的北京：我拉上窗簾，迎接習近平的大閱兵」一文。內容指出，為因應閱兵演練與種種維穩因素，他不但被要求暫時離開長安街附近住處，此外，武警還會「進駐」4天。",2019-09-27,"udn"
